Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-2470946,"Cohesin Loading onto Chromatin",5,10,6.586313640255549E-4,6.10899385717123E-4,0.08613681338611434,2,2,1.4206563432305724E-4,9606,Homo sapiens,"NIPBL;STAG1;MAU2;RAD21;SMC3","","R-HSA-2470935;R-HSA-2468040"
R-HSA-68867,"Assembly of the pre-replicative complex",18,114,0.007508397549891326,8.109985790381025E-4,0.10542981527495332,15,23,0.0016337547947151583,9606,Homo sapiens,"MCM7;RPN2;PSMD14;H2AFX;GMNN;UBE2S;PSMB3;PSMC4;PSME3;TMEM208;MCM4;HIST1H2BH;MCM5;ANAPC5;HIST1H2BD;KPNB1;MCM2","","R-HSA-68712;R-HSA-9734687;R-HSA-9734713;R-HSA-9749253;R-HSA-9749350;R-HSA-9749286;R-HSA-9749351;R-HSA-68825;R-HSA-9749197;R-HSA-9734670;R-HSA-9749320;R-HSA-9757256;R-HSA-9757257;R-HSA-9757258;R-HSA-9749098"
R-HSA-69002,"DNA Replication Pre-Initiation",19,132,0.008693934005137325,0.001690727062979791,0.1863854456297378,24,32,0.002273050149168916,9606,Homo sapiens,"PRIM2;MCM7;RPN2;PSMD14;H2AFX;GMNN;UBE2S;PSMB3;PSMC4;PSME3;TMEM208;MCM4;HIST1H2BH;MCM5;ANAPC5;HIST1H2BD;KPNB1;MCM2","","R-HSA-68960;R-HSA-68712;R-HSA-9734687;R-HSA-68940;R-HSA-9734713;R-HSA-9749253;R-HSA-9749350;R-HSA-9749286;R-HSA-69299;R-HSA-9749351;R-HSA-68914;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-68918;R-HSA-68825;R-HSA-9749197;R-HSA-9734670;R-HSA-68954;R-HSA-9749320;R-HSA-9757256;R-HSA-9757257;R-HSA-9757258;R-HSA-9749098"
R-HSA-69481,"G2/M Checkpoints",21,153,0.01007705986959099,0.0017586363143070605,0.1863854456297378,13,24,0.001704787611876687,9606,Homo sapiens,"MCM7;RPN2;PSMD14;RFC2;H2AFX;BRCC3;RAD50;PSMB3;PSMC4;PSME3;MCM4;HIST1H2BH;MCM5;TOPBP1;TP53BP1;NBN;TP53;HIST1H2BD;ATR;MCM2","","R-HSA-5683735;R-HSA-69891;R-HSA-6799332;R-HSA-8852354;R-HSA-176101;R-HSA-176298;R-HSA-6799246;R-HSA-176264;R-HSA-176116;R-HSA-8852337;R-HSA-176250;R-HSA-8852351;R-HSA-176318"
R-HSA-69052,"Switching of origins to a post-replicative state",15,94,0.006191134821840216,0.001921499439481833,0.1863854456297378,7,10,7.103281716152863E-4,9606,Homo sapiens,"MCM7;RPN2;PSMD14;GMNN;UBE2S;PSMB3;PSMC4;PSME3;TMEM208;MCM4;MCM5;ANAPC5;SKP2;MCM2","","R-HSA-68944;R-HSA-69299;R-HSA-68946;R-HSA-68948;R-HSA-69015;R-HSA-69016;R-HSA-69019"
R-HSA-182218,"Nef Mediated CD8 Down-regulation",4,8,5.269050912204439E-4,0.0021513433490496503,0.19577224476351818,3,3,2.1309845148458588E-4,9606,Homo sapiens,"AP2S1;ATP6V1H;AP2B1;AP2M1","","R-HSA-182198;R-HSA-182186;R-HSA-182171"
R-HSA-69620,"Cell Cycle Checkpoints",32,279,0.018375815056312982,0.002454143497595651,0.1975711668392499,30,56,0.003977837761045603,9606,Homo sapiens,"PSMD14;MCM7;RPN2;PHF20;BUB1B;BRCC3;XPO1;PSMB3;TMEM208;KNTC1;NBN;BUB3;TOPBP1;TP53BP1;BUB1;RFC2;H2AFX;RAD50;CENPF;UBE2S;PSMC4;PSME3;BIRC5;MCM4;ANAPC5;HIST1H2BH;MCM5;TP53;HIST1H2BD;ATR;MCM2","","R-HSA-5683735;R-HSA-69891;R-HSA-6799332;R-HSA-8852354;R-HSA-176264;R-HSA-264458;R-HSA-6803388;R-HSA-6803719;R-HSA-5633460;R-HSA-69600;R-HSA-141409;R-HSA-176101;R-HSA-176298;R-HSA-6804879;R-HSA-6799246;R-HSA-141422;R-HSA-141423;R-HSA-6793685;R-HSA-69685;R-HSA-141431;R-HSA-176116;R-HSA-8852337;R-HSA-264435;R-HSA-176250;R-HSA-8852351;R-HSA-176318;R-HSA-141439;R-HSA-6803801;R-HSA-141437;R-HSA-5693609"
R-HSA-1442490,"Collagen degradation",12,69,0.004544556411776329,0.002658282635106146,0.1975711668392499,18,34,0.0024151157834919734,9606,Homo sapiens,"COL1A1;COL3A1;COL1A2;COL5A1;COL11A1;COL5A2;COL6A1;COL10A1;ADAM10;ADAM9;CTSB","","R-HSA-2471621;R-HSA-2168960;R-HSA-1564179;R-HSA-1564112;R-HSA-2167942;R-HSA-1454822;R-HSA-2485111;R-HSA-1454757;R-HSA-1474213;R-HSA-1564164;R-HSA-1474210;R-HSA-2473584;R-HSA-1458433;R-HSA-2484882;R-HSA-1564143;R-HSA-2473596;R-HSA-2168923;R-HSA-2537499"
R-HSA-9675108,"Nervous system development",60,621,0.04090100770598696,0.002820697073147471,0.1975711668392499,134,324,0.023014632760335274,9606,Homo sapiens,"ARPC1B;NAB1;ITSN1;RPLP0;RPS17;RPS19;RPS18;DPYSL3;RPL36;RPL35;RPL38;EPHB2;RPS10;SPTAN1;AP2M1;NCK1;ACTR3;ACTR2;MAP2K2;CSNK2A1;UNC5B;TRPC1;ADAM10;MAU2;PSME3;COL6A1;PABPC1;MET;PFN2;RPN2;PSMD14;SHC1;RPS27L;PTPA;NCSTN;PSMB3;GPC1;ADGRG6;AP2S1;PLXNA1;ABL2;TCEB2;SIAH2;RPL35A;RANBP9;AP2B1;PTK2;SMARCA4;DLG1;COL3A1;COL5A1;PSMC4;COL5A2;RPL26L1;FGFR1","","R-HSA-3928633;R-HSA-3928632;R-HSA-3928639;R-HSA-3928627;R-HSA-3928625;R-HSA-3928624;R-HSA-3928631;R-HSA-3928628;R-HSA-3928617;R-HSA-3928623;R-HSA-3928610;R-HSA-622357;R-HSA-3928615;R-HSA-3928614;R-HSA-3928612;R-HSA-3928601;R-HSA-400677;R-HSA-3928600;R-HSA-416546;R-HSA-418850;R-HSA-3928607;R-HSA-109862;R-HSA-3928604;R-HSA-3928595;R-HSA-392749;R-HSA-416559;R-HSA-392748;R-HSA-3928594;R-HSA-392751;R-HSA-3928592;R-HSA-400682;R-HSA-418858;R-HSA-3928598;R-HSA-9614271;R-HSA-418856;R-HSA-3928597;R-HSA-555065;R-HSA-418868;R-HSA-3928584;R-HSA-416562;R-HSA-3928591;R-HSA-392752;R-HSA-418865;R-HSA-3928588;R-HSA-419646;R-HSA-399934;R-HSA-399935;R-HSA-3928578;R-HSA-399933;R-HSA-399930;R-HSA-418874;R-HSA-3928583;R-HSA-399931;R-HSA-399928;R-HSA-418872;R-HSA-622390;R-HSA-3928580;R-HSA-399942;R-HSA-8854981;R-HSA-399941;R-HSA-376134;R-HSA-399939;R-HSA-376141;R-HSA-399951;R-HSA-399946;R-HSA-399947;R-HSA-399944;R-HSA-9614787;R-HSA-428885;R-HSA-8855508;R-HSA-9614273;R-HSA-9614790;R-HSA-428883;R-HSA-399952;R-HSA-8985812;R-HSA-428888;R-HSA-8853734;R-HSA-375151;R-HSA-3928657;R-HSA-3928656;R-HSA-8853737;R-HSA-3928660;R-HSA-392053;R-HSA-392054;R-HSA-3928654;R-HSA-392051;R-HSA-3928641;R-HSA-3928640;R-HSA-3928645;R-HSA-3928644;R-HSA-445071;R-HSA-8853774;R-HSA-374667;R-HSA-445079;R-HSA-445077;R-HSA-374673;R-HSA-4093339;R-HSA-8853793;R-HSA-4093336;R-HSA-374701;R-HSA-4093332;R-HSA-4093330;R-HSA-374696;R-HSA-4093331;R-HSA-4093329;R-HSA-443817;R-HSA-9618725;R-HSA-391868;R-HSA-391871;R-HSA-391865;R-HSA-391866;R-HSA-9613648;R-HSA-9011289;R-HSA-373716;R-HSA-416725;R-HSA-373713;R-HSA-428511;R-HSA-9014610;R-HSA-373720;R-HSA-9613644;R-HSA-419033;R-HSA-428518;R-HSA-428515;R-HSA-437230;R-HSA-9011300;R-HSA-373739;R-HSA-428534;R-HSA-428535;R-HSA-373751;R-HSA-9014652;R-HSA-428531;R-HSA-8854897;R-HSA-9011313;R-HSA-8854905"
R-HSA-109581,"Apoptosis",24,192,0.012645722189290654,0.00287087961295307,0.1975711668392499,55,142,0.010086660036937065,9606,Homo sapiens,"AVEN;RPN2;PSMD14;BAD;UNC5B;STAT3;CAD;PTK2;CASP8;OPA1;CASP6;PSMB3;PSMC4;STK26;PSME3;NMT1;PMAIP1;FADD;TP53;SPTAN1;KPNB1;DFNA5","","R-HSA-211715;R-HSA-139906;R-HSA-4331331;R-HSA-139905;R-HSA-508163;R-HSA-211207;R-HSA-211206;R-HSA-508162;R-HSA-352268;R-HSA-139913;R-HSA-4331340;R-HSA-351894;R-HSA-8867344;R-HSA-211224;R-HSA-201634;R-HSA-418852;R-HSA-264871;R-HSA-2562564;R-HSA-211239;R-HSA-264865;R-HSA-201637;R-HSA-418849;R-HSA-9029667;R-HSA-211247;R-HSA-139952;R-HSA-9029690;R-HSA-140214;R-HSA-141367;R-HSA-140216;R-HSA-140217;R-HSA-350651;R-HSA-3465459;R-HSA-198347;R-HSA-114256;R-HSA-3371360;R-HSA-202967;R-HSA-73945;R-HSA-3465448;R-HSA-6805507;R-HSA-141159;R-HSA-141156;R-HSA-350319;R-HSA-350318;R-HSA-3371359;R-HSA-114284;R-HSA-6790025;R-HSA-211186;R-HSA-351863;R-HSA-211191;R-HSA-211190;R-HSA-139898;R-HSA-139899;R-HSA-211193;R-HSA-139897;R-HSA-4331327"
