Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-109704,"PI3K Cascade",11,58,0.0038200619113482183,0.0019759620196149186,0.24897121447147974,3,6,4.2619690296917176E-4,9606,Homo sapiens,"KL;PDE3B;GAB2;FGFR4;FGFR3;FGFR2","","R-HSA-109699;R-HSA-162363;R-HSA-162425"
R-HSA-8866910,"TFAP2 (AP-2) family regulates transcription of growth factors and their receptors",6,21,0.0013831258644536654,0.0030068207829841986,0.34879121082616704,7,18,0.0012785907089075152,9606,Homo sapiens,"KIT;TGFA;ESR1","","R-HSA-8864999;R-HSA-8937369;R-HSA-8864690;R-HSA-8864381;R-HSA-8864989;R-HSA-8864395;R-HSA-8864698"
R-HSA-452723,"Transcriptional regulation of pluripotent stem cells",9,45,0.002963841138114997,0.0034844574835963815,0.3763214082284092,29,35,0.002486148600653502,9606,Homo sapiens,"SOX2;HHEX;NR6A1;TSC22D1;EPAS1;HIF3A;SF1","","R-HSA-2972975;R-HSA-480515;R-HSA-2972965;R-HSA-452750;R-HSA-2972964;R-HSA-2972967;R-HSA-480204;R-HSA-2972966;R-HSA-2972960;R-HSA-2972962;R-HSA-480470;R-HSA-452894;R-HSA-452958;R-HSA-452701;R-HSA-2972977;R-HSA-2972979;R-HSA-2972978;R-HSA-6800120;R-HSA-452838;R-HSA-452515;R-HSA-480301;R-HSA-480685;R-HSA-452392;R-HSA-1112609;R-HSA-2972956;R-HSA-452338;R-HSA-2972949;R-HSA-2972948;R-HSA-480509"
R-HSA-112399,"IRS-mediated signalling",11,65,0.004281103866166107,0.004611447327614204,0.4334760487957352,3,9,6.392953544537576E-4,9606,Homo sapiens,"KL;PDE3B;GAB2;FGFR4;FGFR3;FGFR2","","R-HSA-109699;R-HSA-162363;R-HSA-162425"
R-HSA-420029,"Tight junction interactions",7,31,0.0020417572284792203,0.005031334612274341,0.4477887804924163,2,3,2.1309845148458588E-4,9606,Homo sapiens,"CLDN5;CLDN10;CLDN4;PARD6B;PARD3;CLDN8;CLDN18","","R-HSA-420019;R-HSA-419981"
R-HSA-8939242,"RUNX1 regulates transcription of genes involved in differentiation of keratinocytes",4,11,7.244945004281104E-4,0.006474033342725005,0.5294624572447337,6,8,5.68262537292229E-4,9606,Homo sapiens,"SOCS3;SERPINB13","","R-HSA-8938121;R-HSA-8938108;R-HSA-8955885;R-HSA-8938063;R-HSA-8955748;R-HSA-8938053"
R-HSA-140875,"Common Pathway of Fibrin Clot Formation",6,25,0.0016465784100638872,0.006881752392230767,0.5294624572447337,9,29,0.00205995169768433,9606,Homo sapiens,"THBD;F8;SERPINA1;FGG;PF4V1;PF4","","R-HSA-140851;R-HSA-141040;R-HSA-141046;R-HSA-140599;R-HSA-140842;R-HSA-140696;R-HSA-140840;R-HSA-5591086;R-HSA-5607002"
R-HSA-2428928,"IRS-related events triggered by IGF1R",11,69,0.004544556411776329,0.007059499429929783,0.5294624572447337,3,12,8.523938059383435E-4,9606,Homo sapiens,"KL;PDE3B;GAB2;FGFR4;FGFR3;FGFR2","","R-HSA-109699;R-HSA-162363;R-HSA-162425"
R-HSA-9672393,"Defective F8 binding to von Willebrand factor",2,2,1.3172627280511097E-4,0.007958965776385885,0.5690540258618955,1,1,7.103281716152862E-5,9606,Homo sapiens,"F8;VWF","","R-HSA-9665809"
R-HSA-140837,"Intrinsic Pathway of Fibrin Clot Formation",6,26,0.0017124415464664427,0.008247159795099934,0.5690540258618955,13,24,0.001704787611876687,9606,Homo sapiens,"F8;SERPINA1;VWF;F11;SMYD2;A2M","","R-HSA-158145;R-HSA-158118;R-HSA-158278;R-HSA-158340;R-HSA-158251;R-HSA-9661625;R-HSA-9670014;R-HSA-158419;R-HSA-5607043;R-HSA-158164;R-HSA-158137;R-HSA-158300;R-HSA-158333"
R-HSA-2428924,"IGF1R signaling cascade",11,72,0.004742145820983995,0.009484429143493012,0.5975190360400597,3,17,0.0012075578917459867,9606,Homo sapiens,"KL;PDE3B;GAB2;FGFR4;FGFR3;FGFR2","","R-HSA-109699;R-HSA-162363;R-HSA-162425"
R-HSA-74751,"Insulin receptor signalling cascade",11,72,0.004742145820983995,0.009484429143493012,0.5975190360400597,3,25,0.0017758204290382155,9606,Homo sapiens,"KL;PDE3B;GAB2;FGFR4;FGFR3;FGFR2","","R-HSA-109699;R-HSA-162363;R-HSA-162425"
R-HSA-2404192,"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)",11,73,0.004808008957386551,0.010421135090668776,0.6252681054401266,3,19,0.001349623526069044,9606,Homo sapiens,"KL;PDE3B;GAB2;FGFR4;FGFR3;FGFR2","","R-HSA-109699;R-HSA-162363;R-HSA-162425"
R-HSA-1566977,"Fibronectin matrix formation",3,7,4.610419548178884E-4,0.011612896368144887,0.6665058674947857,1,3,2.1309845148458588E-4,9606,Homo sapiens,"CEACAM1;CEACAM6;CEACAM8","","R-HSA-202723"
R-HSA-1251985,"Nuclear signaling by ERBB4",8,47,0.003095567410920108,0.01403154315080024,0.6665058674947857,34,34,0.0024151157834919734,9606,Homo sapiens,"ERBB4;ADAP1;ESR1;HBEGF","","R-HSA-1254291;R-HSA-8954185;R-HSA-1254290;R-HSA-9612243;R-HSA-9612246;R-HSA-9612440;R-HSA-1251992;R-HSA-8954179;R-HSA-1253343;R-HSA-9612255;R-HSA-1251997;R-HSA-8954182;R-HSA-9612444;R-HSA-9612445;R-HSA-9612672;R-HSA-1253319;R-HSA-8954207;R-HSA-1253321;R-HSA-1253325;R-HSA-1254285;R-HSA-8954199;R-HSA-1254386;R-HSA-9612278;R-HSA-9612277;R-HSA-8954208;R-HSA-1254392;R-HSA-9612671;R-HSA-9612448;R-HSA-9612257;R-HSA-1254251;R-HSA-8954224;R-HSA-1254248;R-HSA-1254376;R-HSA-1252013"
R-HSA-114608,"Platelet degranulation ",17,141,0.009286702232760324,0.01430951117018131,0.6665058674947857,5,11,7.813609887768149E-4,9606,Homo sapiens,"CFD;SERPINA3;SERPINA1;CXCL8;VWF;FGG;SELP;F8;TF;MMRN1;TMSB4X;APOH;PECAM1;CD36;A2M;PF4","","R-HSA-481044;R-HSA-482770;R-HSA-481010;R-HSA-481009;R-HSA-481007"
R-HSA-421270,"Cell-cell junction organization",10,68,0.004478693275373773,0.016476048840968094,0.6665058674947857,5,21,0.0014916891603921011,9606,Homo sapiens,"CLDN5;CLDN10;CDH5;CLDN4;PARD6B;PARD3;CLDN8;CTNNA1;CLDN18;ANG","","R-HSA-5692437;R-HSA-420019;R-HSA-419981;R-HSA-419002;R-HSA-419001"
R-HSA-9616222,"Transcriptional regulation of granulopoiesis",10,71,0.00467628268458144,0.021398175940531616,0.6665058674947857,19,27,0.001917886063361273,9606,Homo sapiens,"CEBPA;CSF3R;RXRA;TAL1;MYB;GATA2;FLI1","","R-HSA-9622386;R-HSA-9616243;R-HSA-9624112;R-HSA-9616241;R-HSA-9616214;R-HSA-9618582;R-HSA-9617207;R-HSA-9622363;R-HSA-9624120;R-HSA-9622367;R-HSA-9617087;R-HSA-9634430;R-HSA-9624668;R-HSA-9634429;R-HSA-9634433;R-HSA-9617067;R-HSA-9634442;R-HSA-9634446;R-HSA-9634445"
R-HSA-76005,"Response to elevated platelet cytosolic Ca2+",17,148,0.009747744187578213,0.021584677836752886,0.6665058674947857,5,14,9.944594402614007E-4,9606,Homo sapiens,"CFD;SERPINA3;SERPINA1;CXCL8;VWF;FGG;SELP;F8;TF;MMRN1;TMSB4X;APOH;PECAM1;CD36;A2M;PF4","","R-HSA-481044;R-HSA-482770;R-HSA-481010;R-HSA-481009;R-HSA-481007"
R-HSA-1226099,"Signaling by FGFR in disease",11,82,0.00540077718500955,0.022349163155625518,0.6665058674947857,68,99,0.007032248898991334,9606,Homo sapiens,"GAB2;FGFR4;FGFR3;FGFR2","","R-HSA-2029983;R-HSA-5655252;R-HSA-2046363;R-HSA-5655248;R-HSA-5655262;R-HSA-5654748;R-HSA-5655235;R-HSA-1839114;R-HSA-5655233;R-HSA-5655247;R-HSA-5655244;R-HSA-1839110;R-HSA-5655245;R-HSA-5655243;R-HSA-2067713;R-HSA-5655241;R-HSA-1839107;R-HSA-5655284;R-HSA-5655285;R-HSA-2012086;R-HSA-5655295;R-HSA-2012087;R-HSA-2012084;R-HSA-2012082;R-HSA-5655289;R-HSA-5655270;R-HSA-5655268;R-HSA-2012074;R-HSA-2029992;R-HSA-2012073;R-HSA-8853309;R-HSA-2029988;R-HSA-5655277;R-HSA-2029989;R-HSA-2038946;R-HSA-2029984;R-HSA-2038944;R-HSA-8853319;R-HSA-8853317;R-HSA-5655315;R-HSA-8853313;R-HSA-5655313;R-HSA-5655323;R-HSA-2033490;R-HSA-5655320;R-HSA-8853320;R-HSA-2033488;R-HSA-2033486;R-HSA-2033485;R-HSA-5655301;R-HSA-2033479;R-HSA-2033476;R-HSA-2033474;R-HSA-2033472;R-HSA-5655351;R-HSA-5655348;R-HSA-1839102;R-HSA-5655347;R-HSA-1839095;R-HSA-2038387;R-HSA-2038386;R-HSA-2077424;R-HSA-2077420;R-HSA-5655343;R-HSA-8851710;R-HSA-5655341;R-HSA-5655339;R-HSA-5655336"
R-HSA-76002,"Platelet activation, signaling and aggregation",29,293,0.01929789896594876,0.022412136371402602,0.6665058674947857,56,117,0.00831083960789885,9606,Homo sapiens,"CFD;SERPINA3;CXCL8;SERPINA1;ITPR1;MPL;PIK3R3;ABHD6;ARRB1;PIK3R5;APOH;GNA11;TMSB4X;CD36;A2M;PTPN1;PRKCH;VWF;PRKCD;FGG;GNG11;SELP;F8;TF;MMRN1;PECAM1;PRKCQ;PF4","","R-HSA-425861;R-HSA-392195;R-HSA-429441;R-HSA-428941;R-HSA-396941;R-HSA-443402;R-HSA-397835;R-HSA-392202;R-HSA-443926;R-HSA-418581;R-HSA-481044;R-HSA-418579;R-HSA-418576;R-HSA-430096;R-HSA-354066;R-HSA-354073;R-HSA-443418;R-HSA-354087;R-HSA-139941;R-HSA-5694462;R-HSA-377644;R-HSA-437162;R-HSA-377641;R-HSA-418091;R-HSA-377640;R-HSA-377643;R-HSA-396996;R-HSA-397891;R-HSA-428750;R-HSA-354124;R-HSA-428749;R-HSA-139854;R-HSA-372693;R-HSA-482770;R-HSA-428752;R-HSA-372697;R-HSA-429529;R-HSA-354149;R-HSA-429415;R-HSA-372705;R-HSA-481007;R-HSA-418158;R-HSA-428909;R-HSA-428918;R-HSA-354165;R-HSA-428917;R-HSA-418163;R-HSA-481010;R-HSA-481009;R-HSA-437118;R-HSA-114552;R-HSA-430076;R-HSA-418170;R-HSA-392187;R-HSA-114558;R-HSA-430073"
R-HSA-199920,"CREB phosphorylation",3,9,5.927682276229994E-4,0.02242396803521174,0.6665058674947857,4,4,2.841312686461145E-4,9606,Homo sapiens,"RPS6KA5;RPS6KA2;MAPKAPK2","","R-HSA-199895;R-HSA-199910;R-HSA-199935;R-HSA-199917"
R-HSA-879415,"Advanced glycosylation endproduct receptor signaling",4,16,0.0010538101824408878,0.022468356228307784,0.6665058674947857,4,4,2.841312686461145E-4,9606,Homo sapiens,"LGALS3;CAPZA2;S100A12;S100P;AGER","","R-HSA-879358;R-HSA-879377;R-HSA-879411;R-HSA-879362"
R-HSA-8851708,"Signaling by FGFR2 IIIa TM",5,24,0.0015807152736613318,0.022616576929206822,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"FGFR2","","R-HSA-8851710;R-HSA-8853320"
R-HSA-446728,"Cell junction organization",12,95,0.006256997958242772,0.02628815567898235,0.6665058674947857,7,37,0.0026282142349765593,9606,Homo sapiens,"CLDN5;CLDN10;CDH5;CLDN4;PARD6B;CLDN8;PARD3;CTNNA1;CLDN18;ANG;FERMT2;ARHGEF6","","R-HSA-5692437;R-HSA-430341;R-HSA-432946;R-HSA-420019;R-HSA-419981;R-HSA-419002;R-HSA-419001"
R-HSA-6785807,"Interleukin-4 and Interleukin-13 signaling",22,211,0.013897121780939208,0.02628828512613024,0.6665058674947857,8,47,0.0033385424065918456,9606,Homo sapiens,"SOX2;SOCS3;IL6;CXCL8;BCL6;MAOB;MAOA;CD36;PTGS2;FOXO1;MCL1;ICAM1","","R-HSA-6797271;R-HSA-6790022;R-HSA-6790036;R-HSA-6789524;R-HSA-6797267;R-HSA-6789615;R-HSA-6790029;R-HSA-6790041"
R-HSA-1475029,"Reversible hydration of carbon dioxide",4,17,0.0011196733188434433,0.027224322502509946,0.6665058674947857,4,8,5.68262537292229E-4,9606,Homo sapiens,"CA3;CA5B","","R-HSA-1475028;R-HSA-1475026;R-HSA-1475022;R-HSA-1475032"
R-HSA-9672391,"Defective F8 cleavage by thrombin",2,4,2.6345254561022194E-4,0.029204233595862772,0.6665058674947857,1,1,7.103281716152862E-5,9606,Homo sapiens,"F8;VWF","","R-HSA-9666383"
R-HSA-3656535,"TGFBR1 LBD Mutants in Cancer",2,4,2.6345254561022194E-4,0.029204233595862772,0.6665058674947857,1,1,7.103281716152862E-5,9606,Homo sapiens,"FPR1;TGFBR2","","R-HSA-3656382"
R-HSA-9708296,"tRNA-derived small RNA (tsRNA or tRNA-related fragment, tRF) biogenesis",2,4,2.6345254561022194E-4,0.029204233595862772,0.6665058674947857,3,4,2.841312686461145E-4,9606,Homo sapiens,"ANG;DICER1","","R-HSA-9708292;R-HSA-9708327;R-HSA-9708408"
R-HSA-2892245,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",3,10,6.586313640255549E-4,0.029327046227217934,0.6665058674947857,6,7,4.972297201307004E-4,9606,Homo sapiens,"SOX2;HHEX;TSC22D1","","R-HSA-2972965;R-HSA-2972949;R-HSA-2972948;R-HSA-2972966;R-HSA-2972977;R-HSA-2972979"
R-HSA-5576890,"Phase 3 - rapid repolarisation",3,10,6.586313640255549E-4,0.029327046227217934,0.6665058674947857,3,4,2.841312686461145E-4,9606,Homo sapiens,"KCNE1;KCNQ1;ERG","","R-HSA-5577237;R-HSA-9613264;R-HSA-5577050"
R-HSA-9615710,"Late endosomal microautophagy",6,35,0.002305209774089442,0.030213162442975006,0.6665058674947857,3,3,2.1309845148458588E-4,9606,Homo sapiens,"MVB12B;HBB;VPS37B;RNASE1;CFTR","","R-HSA-9631065;R-HSA-9615721;R-HSA-9631068"
R-HSA-420092,"Glucagon-type ligand receptors",6,35,0.002305209774089442,0.030213162442975006,0.6665058674947857,3,8,5.68262537292229E-4,9606,Homo sapiens,"VIPR1;GIPR;GNAS;VIP;GNG11","","R-HSA-420274;R-HSA-381612;R-HSA-420233"
R-HSA-5602498,"MyD88 deficiency (TLR2/4)",5,26,0.0017124415464664427,0.030396395653126795,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"FGG;MAL;CD36;S100A9;S100A8","","R-HSA-5602383;R-HSA-5602606"
R-HSA-381340,"Transcriptional regulation of white adipocyte differentiation",13,109,0.007179081867878548,0.03172348032054828,0.6665058674947857,15,19,0.001349623526069044,9606,Homo sapiens,"CEBPA;FABP4;RXRA;LPL;PPARG;CD36;PPARGC1A;SREBF2","","R-HSA-1183058;R-HSA-9732629;R-HSA-560491;R-HSA-560493;R-HSA-381283;R-HSA-1183003;R-HSA-1183032;R-HSA-381262;R-HSA-560517;R-HSA-381290;R-HSA-560472;R-HSA-560473;R-HSA-560510;R-HSA-381309;R-HSA-560498"
R-HSA-8847993,"ERBB2 Activates PTK6 Signaling",4,18,0.0011855364552459987,0.03253721902193041,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"ERBB4;HBEGF","","R-HSA-8848005;R-HSA-8847995"
R-HSA-5603041,"IRAK4 deficiency (TLR2/4)",5,27,0.0017783046828689982,0.03484480087294861,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"FGG;MAL;CD36;S100A9;S100A8","","R-HSA-5602353;R-HSA-5602672"
R-HSA-1253288,"Downregulation of ERBB4 signaling",3,11,7.244945004281104E-4,0.03722261678262362,0.6665058674947857,5,5,3.5516408580764315E-4,9606,Homo sapiens,"ERBB4","","R-HSA-1253282;R-HSA-1253300;R-HSA-9612219;R-HSA-1973956;R-HSA-1977296"
R-HSA-444473,"Formyl peptide receptors bind formyl peptides and many other ligands",3,11,7.244945004281104E-4,0.03722261678262362,0.6665058674947857,2,3,2.1309845148458588E-4,9606,Homo sapiens,"CCL23;FPR1;FPR2","","R-HSA-444527;R-HSA-391913"
R-HSA-5694530,"Cargo concentration in the ER",6,37,0.002436936046894553,0.03789732879633523,0.6665058674947857,6,12,8.523938059383435E-4,9606,Homo sapiens,"GRIA1;F8;SERPINA1;TGFA;CD59;FOLR1","","R-HSA-5694431;R-HSA-5694428;R-HSA-5694445;R-HSA-5694522;R-HSA-5694410;R-HSA-5694442"
R-HSA-163685,"Integration of energy metabolism",16,147,0.009681881051175657,0.03807995214180515,0.6665058674947857,36,66,0.00468816593266089,9606,Homo sapiens,"STXBP1;ITPR1;CACNA2D2;CACNA1D;ACACB;ADIPOR2;GNG11;ADCY9;PRKAR2B;TAL1;KCNS3;GNA11;MLX;GNAS;CD36","","R-HSA-381644;R-HSA-265166;R-HSA-434381;R-HSA-9728664;R-HSA-381704;R-HSA-381707;R-HSA-381706;R-HSA-8848663;R-HSA-163666;R-HSA-400023;R-HSA-169683;R-HSA-169680;R-HSA-825631;R-HSA-416530;R-HSA-381713;R-HSA-163733;R-HSA-163669;R-HSA-400092;R-HSA-164377;R-HSA-400027;R-HSA-163743;R-HSA-381607;R-HSA-400037;R-HSA-163617;R-HSA-163748;R-HSA-400097;R-HSA-400046;R-HSA-381612;R-HSA-265645;R-HSA-163691;R-HSA-111925;R-HSA-163764;R-HSA-422320;R-HSA-399998;R-HSA-163770;R-HSA-399995"
R-HSA-6785631,"ERBB2 Regulates Cell Motility",4,19,0.0012513995916485544,0.03841434640628005,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"ERBB4;HBEGF","","R-HSA-6785636;R-HSA-6785648"
R-HSA-2023837,"Signaling by FGFR2 amplification mutants",2,5,3.2931568201277747E-4,0.04372106293063083,0.6665058674947857,4,4,2.841312686461145E-4,9606,Homo sapiens,"FGFR2","","R-HSA-2029992;R-HSA-2029988;R-HSA-2029989;R-HSA-2067713"
R-HSA-9648895,"Response of EIF2AK1 (HRI) to heme deficiency",5,29,0.0019100309556741091,0.04489337733172549,0.6665058674947857,15,20,0.0014206563432305726,9606,Homo sapiens,"PPP1R15A;ATF4","","R-HSA-9635927;R-HSA-9650710;R-HSA-9654774;R-HSA-9655071;R-HSA-381128;R-HSA-9653724;R-HSA-9654752;R-HSA-1791118;R-HSA-9653894;R-HSA-9653893;R-HSA-9635915;R-HSA-9654792;R-HSA-9635912;R-HSA-9653742;R-HSA-9655086"
R-HSA-5218900,"CASP8 activity is inhibited",3,12,7.903576368306659E-4,0.046090457937902674,0.6665058674947857,2,2,1.4206563432305724E-4,9606,Homo sapiens,"TNFSF10;CFLAR","","R-HSA-3465429;R-HSA-5675456"
R-HSA-9006925,"Intracellular signaling by second messengers",33,368,0.02423763419614042,0.05030045944397299,0.6665058674947857,43,114,0.008097741156414264,9606,Homo sapiens,"ITPR1;PIK3R3;TGFA;FOXO4;FOXO1;CASP9;PRKAR2B;ERBB4;PIP5K1B;IL33;EGR1;KL;PRKCD;PPP2R5A;GAB2;ESR1;ADCY9;AGO4;RRAGD;KIT;PPARG;FGFR4;FGFR3;FGFR2;HBEGF","","R-HSA-199299;R-HSA-8944457;R-HSA-8857925;R-HSA-8944650;R-HSA-8944522;R-HSA-2318752;R-HSA-8948621;R-HSA-8944078;R-HSA-8948623;R-HSA-8944706;R-HSA-8948612;R-HSA-8944454;R-HSA-169683;R-HSA-8948569;R-HSA-169680;R-HSA-8944538;R-HSA-198621;R-HSA-111966;R-HSA-8944599;R-HSA-8944104;R-HSA-111970;R-HSA-8948651;R-HSA-8944684;R-HSA-8948524;R-HSA-8945709;R-HSA-8951727;R-HSA-198314;R-HSA-8948641;R-HSA-1676082;R-HSA-8944099;R-HSA-8944483;R-HSA-8948582;R-HSA-114542;R-HSA-8948583;R-HSA-8944632;R-HSA-8948536;R-HSA-2316434;R-HSA-8944569;R-HSA-8948602;R-HSA-111925;R-HSA-8944497;R-HSA-8948594;R-HSA-111930"
R-HSA-1250347,"SHC1 events in ERBB4 signaling",4,21,0.0013831258644536654,0.05186983577722515,0.6665058674947857,4,4,2.841312686461145E-4,9606,Homo sapiens,"ERBB4;HBEGF","","R-HSA-1250357;R-HSA-1250383;R-HSA-1250380;R-HSA-1250348"
R-HSA-1963640,"GRB2 events in ERBB2 signaling",4,21,0.0013831258644536654,0.05186983577722515,0.6665058674947857,2,4,2.841312686461145E-4,9606,Homo sapiens,"ERBB4;HBEGF","","R-HSA-1306969;R-HSA-1306972"
R-HSA-375276,"Peptide ligand-binding receptors",20,203,0.013370216689718764,0.05282421928111092,0.6665058674947857,17,83,0.005895723824406876,9606,Homo sapiens,"CCL23;CXCL8;FPR1;FPR2;CXCL3;CXCL2;CXCL5;CX3CL1;C5;EDNRA;EDNRB;CXCR1;CXCR2;AGTR2;PCDH1;PF4","","R-HSA-9731924;R-HSA-964811;R-HSA-375395;R-HSA-9615348;R-HSA-444527;R-HSA-391913;R-HSA-374251;R-HSA-9731931;R-HSA-373813;R-HSA-9667619;R-HSA-388468;R-HSA-9667456;R-HSA-443986;R-HSA-388560;R-HSA-9731393;R-HSA-373791;R-HSA-373342"
R-HSA-6799990,"Metal sequestration by antimicrobial proteins",3,13,8.562207732332214E-4,0.05590034357887519,0.6665058674947857,3,5,3.5516408580764315E-4,9606,Homo sapiens,"TF;S100A9;S100A8","","R-HSA-6798528;R-HSA-1222491;R-HSA-6798474"
R-HSA-9620244,"Long-term potentiation",5,31,0.0020417572284792203,0.05650296998682025,0.6665058674947857,4,7,4.972297201307004E-4,9606,Homo sapiens,"GRIA1;ERBB4;NRGN","","R-HSA-9618785;R-HSA-9612085;R-HSA-9618811;R-HSA-9618750"
